sale_id,product_id,customer_id,sale_date,sale_amount,location,country,processed
1794,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1795,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1796,30,78,2023-03-14,543.21,New Castle,England,0
1797,42,24,2023-07-23,875.99,San Antonio,United States,0
1798,23,12,2023-04-21,348.67,Los Angeles,United States,0
1799,23,12,2023-04-21,348.67,Los Angeles,United States,0
1800,77,45,2023-10-15,124.89,Luanda,Angola,0
1801,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1802,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1803,30,78,2023-03-14,543.21,New Castle,England,0
1804,42,24,2023-07-23,875.99,San Antonio,United States,0
1805,11,56,2023-11-04,432.10,Sochi,Russia,0
1806,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1807,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1808,34,56,2024-05-21,875.34,San Jose,United States,0
1809,1,1,2024-05-21,875.34,Porto,Portugal,0
1810,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1811,12,78,2024-02-14,489.22,Bahia,Brazil,0
1812,23,12,2023-04-21,348.67,Los Angeles,United States,0
1813,77,45,2023-10-15,124.89,Luanda,Angola,0
1814,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1815,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1816,30,78,2023-03-14,543.21,New Castle,England,0
1817,42,24,2023-07-23,875.99,San Antonio,United States,0
1818,11,56,2023-11-04,432.10,Sochi,Russia,0
1819,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1820,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1821,34,56,2024-05-21,875.34,San Jose,United States,0
1822,1,1,2024-05-21,875.34,Porto,Portugal,0
1823,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1824,12,78,2024-02-14,489.22,Bahia,Brazil,0
1825,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1826,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1827,30,78,2023-03-14,543.21,New Castle,England,0
1828,42,24,2023-07-23,875.99,San Antonio,United States,0
1829,23,12,2023-04-21,348.67,Los Angeles,United States,0
1830,23,12,2023-04-21,348.67,Los Angeles,United States,0
1831,77,45,2023-10-15,124.89,Luanda,Angola,0
1832,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1833,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1834,30,78,2023-03-14,543.21,New Castle,England,0
1835,42,24,2023-07-23,875.99,San Antonio,United States,0
1836,11,56,2023-11-04,432.10,Sochi,Russia,0
1837,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1838,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1839,34,56,2024-05-21,875.34,San Jose,United States,0
1840,1,1,2024-05-21,875.34,Porto,Portugal,0
1841,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1842,12,78,2024-02-14,489.22,Bahia,Brazil,0
1843,23,12,2023-04-21,348.67,Los Angeles,United States,0
1844,77,45,2023-10-15,124.89,Luanda,Angola,0
1845,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1846,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1847,30,78,2023-03-14,543.21,New Castle,England,0
1848,42,24,2023-07-23,875.99,San Antonio,United States,0
1849,11,56,2023-11-04,432.10,Sochi,Russia,0
1850,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1851,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1852,34,56,2024-05-21,875.34,San Jose,United States,0
1853,1,1,2024-05-21,875.34,Porto,Portugal,0
1854,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1855,12,78,2024-02-14,489.22,Bahia,Brazil,0
1856,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1857,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1858,30,78,2023-03-14,543.21,New Castle,England,0
1859,42,24,2023-07-23,875.99,San Antonio,United States,0
1860,23,12,2023-04-21,348.67,Los Angeles,United States,0
1861,23,12,2023-04-21,348.67,Los Angeles,United States,0
1862,77,45,2023-10-15,124.89,Luanda,Angola,0
1863,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1864,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1865,30,78,2023-03-14,543.21,New Castle,England,0
1866,42,24,2023-07-23,875.99,San Antonio,United States,0
1867,11,56,2023-11-04,432.10,Sochi,Russia,0
1868,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1869,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1870,34,56,2024-05-21,875.34,San Jose,United States,0
1871,1,1,2024-05-21,875.34,Porto,Portugal,0
1872,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1873,12,78,2024-02-14,489.22,Bahia,Brazil,0
1874,23,12,2023-04-21,348.67,Los Angeles,United States,0
1875,77,45,2023-10-15,124.89,Luanda,Angola,0
1876,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1877,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1878,30,78,2023-03-14,543.21,New Castle,England,0
1879,42,24,2023-07-23,875.99,San Antonio,United States,0
1880,11,56,2023-11-04,432.10,Sochi,Russia,0
1881,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1882,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1883,34,56,2024-05-21,875.34,San Jose,United States,0
1884,1,1,2024-05-21,875.34,Porto,Portugal,0
1885,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1886,12,78,2024-02-14,489.22,Bahia,Brazil,0
1887,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1888,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1889,30,78,2023-03-14,543.21,New Castle,England,0
1890,42,24,2023-07-23,875.99,San Antonio,United States,0
1891,23,12,2023-04-21,348.67,Los Angeles,United States,0
1892,23,12,2023-04-21,348.67,Los Angeles,United States,0
1893,77,45,2023-10-15,124.89,Luanda,Angola,0
1894,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1895,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1896,30,78,2023-03-14,543.21,New Castle,England,0
1897,42,24,2023-07-23,875.99,San Antonio,United States,0
1898,11,56,2023-11-04,432.10,Sochi,Russia,0
1899,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1900,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1901,34,56,2024-05-21,875.34,San Jose,United States,0
1902,1,1,2024-05-21,875.34,Porto,Portugal,0
1903,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1904,12,78,2024-02-14,489.22,Bahia,Brazil,0
1905,23,12,2023-04-21,348.67,Los Angeles,United States,0
1906,77,45,2023-10-15,124.89,Luanda,Angola,0
1907,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1908,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1909,30,78,2023-03-14,543.21,New Castle,England,0
1910,42,24,2023-07-23,875.99,San Antonio,United States,0
1911,11,56,2023-11-04,432.10,Sochi,Russia,0
1912,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1913,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1914,34,56,2024-05-21,875.34,San Jose,United States,0
1915,1,1,2024-05-21,875.34,Porto,Portugal,0
1916,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1917,12,78,2024-02-14,489.22,Bahia,Brazil,0
1918,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1919,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1920,30,78,2023-03-14,543.21,New Castle,England,0
1921,42,24,2023-07-23,875.99,San Antonio,United States,0
1922,23,12,2023-04-21,348.67,Los Angeles,United States,0
1923,23,12,2023-04-21,348.67,Los Angeles,United States,0
1924,77,45,2023-10-15,124.89,Luanda,Angola,0
1925,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1926,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1927,30,78,2023-03-14,543.21,New Castle,England,0
1928,42,24,2023-07-23,875.99,San Antonio,United States,0
1929,11,56,2023-11-04,432.10,Sochi,Russia,0
1930,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1931,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1932,34,56,2024-05-21,875.34,San Jose,United States,0
1933,1,1,2024-05-21,875.34,Porto,Portugal,0
1934,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1935,12,78,2024-02-14,489.22,Bahia,Brazil,0
1936,23,12,2023-04-21,348.67,Los Angeles,United States,0
1937,77,45,2023-10-15,124.89,Luanda,Angola,0
1938,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1939,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1940,30,78,2023-03-14,543.21,New Castle,England,0
1941,42,24,2023-07-23,875.99,San Antonio,United States,0
1942,11,56,2023-11-04,432.10,Sochi,Russia,0
1943,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1944,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1945,34,56,2024-05-21,875.34,San Jose,United States,0
1946,1,1,2024-05-21,875.34,Porto,Portugal,0
1947,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1948,12,78,2024-02-14,489.22,Bahia,Brazil,0
1949,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1950,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1951,30,78,2023-03-14,543.21,New Castle,England,0
1952,42,24,2023-07-23,875.99,San Antonio,United States,0
1953,23,12,2023-04-21,348.67,Los Angeles,United States,0
1954,23,12,2023-04-21,348.67,Los Angeles,United States,0
1955,77,45,2023-10-15,124.89,Luanda,Angola,0
1956,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1957,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1958,30,78,2023-03-14,543.21,New Castle,England,0
1959,42,24,2023-07-23,875.99,San Antonio,United States,0
1960,11,56,2023-11-04,432.10,Sochi,Russia,0
1961,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1962,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1963,34,56,2024-05-21,875.34,San Jose,United States,0
1964,1,1,2024-05-21,875.34,Porto,Portugal,0
1965,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1966,12,78,2024-02-14,489.22,Bahia,Brazil,0
1967,23,12,2023-04-21,348.67,Los Angeles,United States,0
1968,77,45,2023-10-15,124.89,Luanda,Angola,0
1969,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1970,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1971,30,78,2023-03-14,543.21,New Castle,England,0
1972,42,24,2023-07-23,875.99,San Antonio,United States,0
1973,11,56,2023-11-04,432.10,Sochi,Russia,0
1974,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1975,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1976,34,56,2024-05-21,875.34,San Jose,United States,0
1977,1,1,2024-05-21,875.34,Porto,Portugal,0
1978,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1979,12,78,2024-02-14,489.22,Bahia,Brazil,0
1980,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1981,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1982,30,78,2023-03-14,543.21,New Castle,England,0
1983,42,24,2023-07-23,875.99,San Antonio,United States,0
1984,23,12,2023-04-21,348.67,Los Angeles,United States,0
1985,77,45,2023-10-15,124.89,Luanda,Angola,0
1986,88,89,2023-01-22,299.99,Lagos,Nigeria,0
1987,30,78,2023-03-14,543.21,New Castle,England,0
1988,2,3,2024-05-21,875.34,Nanjing,China,0
1989,11,56,2023-11-04,432.10,Sochi,Russia,0
1990,25,34,2024-01-19,764.32,Lviv,Ukraine,0
1991,66,79,2023-02-11,199.95,Nairobi,Kenya,0
1992,34,56,2024-05-21,875.34,Yanam,India,0
1993,1,1,2024-05-21,875.34,Porto,Portugal,0
1994,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
1995,12,78,2024-02-14,489.22,Bahia,Brazil,0
1996,23,12,2023-04-21,348.67,Quebec,Canada,0
1997,77,45,2023-10-15,124.89,Luanda,Angola,0
1998,15,67,2023-09-11,678.45,Lisbon,Portugal,0
1999,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2000,30,78,2023-03-14,543.21,New Castle,England,0
2001,42,24,2023-07-23,875.99,San Antonio,United States,0
2002,11,56,2023-11-04,432.10,Sochi,Russia,0
2003,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2004,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2005,34,56,2024-05-21,875.34,San Jose,United States,0
2006,1,1,2024-05-21,875.34,Porto,Portugal,0
2007,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2008,12,78,2024-02-14,489.22,Bahia,Brazil,0
2009,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2010,88,89,2023-01-22,299.99,Nice,France,0
2011,30,78,2023-03-14,543.21,New Castle,England,0
2012,42,24,2023-07-23,875.99,San Antonio,United States,0
2013,23,12,2023-04-21,348.67,Los Angeles,United States,0
2014,23,12,2023-04-21,348.67,Los Angeles,United States,0
2015,77,45,2023-10-15,124.89,Luanda,Angola,0
2016,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2017,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2018,30,78,2023-03-14,543.21,New Castle,England,0
2019,42,24,2023-07-23,875.99,San Antonio,United States,0
2020,11,56,2023-11-04,432.10,Sochi,Russia,0
2021,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2022,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2023,34,56,2024-05-21,875.34,San Jose,United States,0
2024,1,1,2024-05-21,875.34,Porto,Portugal,0
2025,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2026,12,78,2024-02-14,489.22,Bahia,Brazil,0
2027,23,12,2023-04-21,348.67,Los Angeles,United States,0
2028,77,45,2023-10-15,124.89,Luanda,Angola,0
2029,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2030,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2031,30,78,2023-03-14,543.21,New Castle,England,0
2032,42,24,2023-07-23,875.99,San Antonio,United States,0
2033,11,56,2023-11-04,432.10,Sochi,Russia,0
2034,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2035,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2036,34,56,2024-05-21,875.34,San Jose,United States,0
2037,1,1,2024-05-21,875.34,Porto,Portugal,0
2038,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2039,12,78,2024-02-14,489.22,Bahia,Brazil,0
2040,34,56,2024-05-21,875.34,Yanam,India,0
2041,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2042,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2043,30,78,2023-03-14,543.21,New Castle,England,0
2044,42,24,2023-07-23,875.99,San Antonio,United States,0
2045,23,12,2023-04-21,348.67,Los Angeles,United States,0
2046,23,12,2023-04-21,348.67,Los Angeles,United States,0
2047,77,45,2023-10-15,124.89,Luanda,Angola,0
2048,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2049,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2050,30,78,2023-03-14,543.21,New Castle,England,0
2051,42,24,2023-07-23,875.99,San Antonio,United States,0
2052,11,56,2023-11-04,432.10,Sochi,Russia,0
2053,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2054,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2055,34,56,2024-05-21,875.34,San Jose,United States,0
2056,1,1,2024-05-21,875.34,Porto,Portugal,0
2057,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2058,12,78,2024-02-14,489.22,Bahia,Brazil,0
2059,23,12,2023-04-21,348.67,Los Angeles,United States,0
2060,77,45,2023-10-15,124.89,Luanda,Angola,0
2061,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2062,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2063,30,78,2023-03-14,543.21,New Castle,England,0
2064,42,24,2023-07-23,875.99,San Antonio,United States,0
2065,11,56,2023-11-04,432.10,Sochi,Russia,0
2066,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2067,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2068,34,56,2024-05-21,875.34,San Jose,United States,0
2069,1,1,2024-05-21,875.34,Porto,Portugal,0
2070,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2071,12,78,2024-02-14,489.22,Bahia,Brazil,0
2072,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2073,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2074,30,78,2023-03-14,543.21,New Castle,England,0
2075,42,24,2023-07-23,875.99,San Antonio,United States,0
2076,23,12,2023-04-21,348.67,Los Angeles,United States,0
2077,23,12,2023-04-21,348.67,Los Angeles,United States,0
2078,77,45,2023-10-15,124.89,Luanda,Angola,0
2079,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2080,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2081,30,78,2023-03-14,543.21,New Castle,England,0
2082,42,24,2023-07-23,875.99,San Antonio,United States,0
2083,11,56,2023-11-04,432.10,Sochi,Russia,0
2084,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2085,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2086,34,56,2024-05-21,875.34,San Jose,United States,0
2087,1,1,2024-05-21,875.34,Porto,Portugal,0
2088,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2089,12,78,2024-02-14,489.22,Bahia,Brazil,0
2090,23,12,2023-04-21,348.67,Los Angeles,United States,0
2091,77,45,2023-10-15,124.89,Luanda,Angola,0
2092,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2093,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2094,30,78,2023-03-14,543.21,New Castle,England,0
2095,42,24,2023-07-23,875.99,San Antonio,United States,0
2096,11,56,2023-11-04,432.10,Sochi,Russia,0
2097,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2098,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2099,34,56,2024-05-21,875.34,San Jose,United States,0
2100,1,1,2024-05-21,875.34,Porto,Portugal,0
2101,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2102,12,78,2024-02-14,489.22,Bahia,Brazil,0
2103,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2104,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2105,30,78,2023-03-14,543.21,New Castle,England,0
2106,42,24,2023-07-23,875.99,San Antonio,United States,0
2107,23,12,2023-04-21,348.67,Los Angeles,United States,0
2108,23,12,2023-04-21,348.67,Los Angeles,United States,0
2109,77,45,2023-10-15,124.89,Luanda,Angola,0
2110,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2111,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2112,30,78,2023-03-14,543.21,New Castle,England,0
2113,42,24,2023-07-23,875.99,San Antonio,United States,0
2114,11,56,2023-11-04,432.10,Sochi,Russia,0
2115,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2116,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2117,34,56,2024-05-21,875.34,San Jose,United States,0
2118,1,1,2024-05-21,875.34,Porto,Portugal,0
2119,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2120,12,78,2024-02-14,489.22,Bahia,Brazil,0
2121,23,12,2023-04-21,348.67,Los Angeles,United States,0
2122,77,45,2023-10-15,124.89,Luanda,Angola,0
2123,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2124,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2125,30,78,2023-03-14,543.21,New Castle,England,0
2126,42,24,2023-07-23,875.99,San Antonio,United States,0
2127,11,56,2023-11-04,432.10,Sochi,Russia,0
2128,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2129,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2130,34,56,2024-05-21,875.34,San Jose,United States,0
2131,1,1,2024-05-21,875.34,Porto,Portugal,0
2132,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2133,12,78,2024-02-14,489.22,Bahia,Brazil,0
2134,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2135,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2136,30,78,2023-03-14,543.21,New Castle,England,0
2137,42,24,2023-07-23,875.99,San Antonio,United States,0
2138,23,12,2023-04-21,348.67,Los Angeles,United States,0
2139,23,12,2023-04-21,348.67,Los Angeles,United States,0
2140,77,45,2023-10-15,124.89,Luanda,Angola,0
2141,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2142,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2143,30,78,2023-03-14,543.21,New Castle,England,0
2144,42,24,2023-07-23,875.99,San Antonio,United States,0
2145,11,56,2023-11-04,432.10,Sochi,Russia,0
2146,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2147,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2148,34,56,2024-05-21,875.34,San Jose,United States,0
2149,1,1,2024-05-21,875.34,Porto,Portugal,0
2150,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2151,12,78,2024-02-14,489.22,Bahia,Brazil,0
2152,23,12,2023-04-21,348.67,Los Angeles,United States,0
2153,77,45,2023-10-15,124.89,Luanda,Angola,0
2154,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2155,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2156,30,78,2023-03-14,543.21,New Castle,England,0
2157,42,24,2023-07-23,875.99,San Antonio,United States,0
2158,11,56,2023-11-04,432.10,Sochi,Russia,0
2159,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2160,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2161,34,56,2024-05-21,875.34,San Jose,United States,0
2162,1,1,2024-05-21,875.34,Porto,Portugal,0
2163,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2164,12,78,2024-02-14,489.22,Bahia,Brazil,0
2165,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2166,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2167,30,78,2023-03-14,543.21,New Castle,England,0
2168,42,24,2023-07-23,875.99,San Antonio,United States,0
2169,23,12,2023-04-21,348.67,Los Angeles,United States,0
2170,23,12,2023-04-21,348.67,Los Angeles,United States,0
2171,77,45,2023-10-15,124.89,Luanda,Angola,0
2172,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2173,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2174,30,78,2023-03-14,543.21,New Castle,England,0
2175,42,24,2023-07-23,875.99,San Antonio,United States,0
2176,11,56,2023-11-04,432.10,Sochi,Russia,0
2177,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2178,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2179,34,56,2024-05-21,875.34,San Jose,United States,0
2180,1,1,2024-05-21,875.34,Porto,Portugal,0
2181,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2182,12,78,2024-02-14,489.22,Bahia,Brazil,0
2183,23,12,2023-04-21,348.67,Los Angeles,United States,0
2184,77,45,2023-10-15,124.89,Luanda,Angola,0
2185,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2186,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2187,30,78,2023-03-14,543.21,New Castle,England,0
2188,42,24,2023-07-23,875.99,San Antonio,United States,0
2189,11,56,2023-11-04,432.10,Sochi,Russia,0
2190,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2191,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2192,34,56,2024-05-21,875.34,San Jose,United States,0
2193,1,1,2024-05-21,875.34,Porto,Portugal,0
2194,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2195,12,78,2024-02-14,489.22,Bahia,Brazil,0
2196,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2197,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2198,30,78,2023-03-14,543.21,New Castle,England,0
2199,42,24,2023-07-23,875.99,San Antonio,United States,0
2200,23,12,2023-04-21,348.67,Los Angeles,United States,0
2201,23,12,2023-04-21,348.67,Los Angeles,United States,0
2202,77,45,2023-10-15,124.89,Luanda,Angola,0
2203,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2204,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2205,30,78,2023-03-14,543.21,New Castle,England,0
2206,42,24,2023-07-23,875.99,San Antonio,United States,0
2207,11,56,2023-11-04,432.10,Sochi,Russia,0
2208,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2209,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2210,34,56,2024-05-21,875.34,San Jose,United States,0
2211,1,1,2024-05-21,875.34,Porto,Portugal,0
2212,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2213,12,78,2024-02-14,489.22,Bahia,Brazil,0
2214,23,12,2023-04-21,348.67,Los Angeles,United States,0
2215,77,45,2023-10-15,124.89,Luanda,Angola,0
2216,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2217,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2218,30,78,2023-03-14,543.21,New Castle,England,0
2219,42,24,2023-07-23,875.99,San Antonio,United States,0
2220,11,56,2023-11-04,432.10,Sochi,Russia,0
2221,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2222,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2223,34,56,2024-05-21,875.34,San Jose,United States,0
2224,1,1,2024-05-21,875.34,Porto,Portugal,0
2225,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2226,12,78,2024-02-14,489.22,Bahia,Brazil,0
2227,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2228,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2229,30,78,2023-03-14,543.21,New Castle,England,0
2230,42,24,2023-07-23,875.99,San Antonio,United States,0
2231,23,12,2023-04-21,348.67,Los Angeles,United States,0
2232,23,12,2023-04-21,348.67,Los Angeles,United States,0
2233,77,45,2023-10-15,124.89,Luanda,Angola,0
2234,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2235,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2236,30,78,2023-03-14,543.21,New Castle,England,0
2237,42,24,2023-07-23,875.99,San Antonio,United States,0
2238,11,56,2023-11-04,432.10,Sochi,Russia,0
2239,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2240,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2241,34,56,2024-05-21,875.34,San Jose,United States,0
2242,1,1,2024-05-21,875.34,Porto,Portugal,0
2243,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2244,12,78,2024-02-14,489.22,Bahia,Brazil,0
2245,23,12,2023-04-21,348.67,Los Angeles,United States,0
2246,77,45,2023-10-15,124.89,Luanda,Angola,0
2247,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2248,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2249,30,78,2023-03-14,543.21,New Castle,England,0
2250,42,24,2023-07-23,875.99,San Antonio,United States,0
2251,11,56,2023-11-04,432.10,Sochi,Russia,0
2252,25,34,2024-01-19,764.32,Lviv,Ukraine,0
2253,66,79,2023-02-11,199.95,Nairobi,Kenya,0
2254,34,56,2024-05-21,875.34,San Jose,United States,0
2255,1,1,2024-05-21,875.34,Porto,Portugal,0
2256,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
2257,12,78,2024-02-14,489.22,Bahia,Brazil,0
2258,15,67,2023-09-11,678.45,Lisbon,Portugal,0
2259,88,89,2023-01-22,299.99,Lagos,Nigeria,0
2260,30,78,2023-03-14,543.21,New Castle,England,0
2261,42,24,2023-07-23,875.99,San Antonio,United States,0
2262,23,12,2023-04-21,348.67,Los Angeles,United States,0
